Coefficient,Estimate,Std. Error,t value,Pr(>|t|),2.5%,97.5%
DDD_dev,0.03583170428989671,0.014924686280818994,2.400834671878305,0.016357725103423926,0.006579856698932428,0.06508355188086098
DDD_adv,-0.0007513033266840692,0.011329120545521343,-0.06631612080260513,0.9471261489326666,-0.022955971572418677,0.021453364919050536
IPxUS_dev,-0.01621463377521491,0.018255570519207714,-0.888201974194922,0.374432117042919,-0.05199489451009322,0.019565626959663397
IPxUS_adv,0.004224134233853417,0.010361167802810588,0.4076890090234395,0.6835020076467655,-0.016083381497431347,0.02453164996513818
IPxUS_chn,-0.08487357447793833,0.043600049717527144,-1.9466393966936075,0.05157798192165597,-0.1703281016484473,0.0005809526925706493
Dec_US_chn,0.4852403024619636,0.2023460968812735,2.3980709780959013,0.01648167118222199,0.08864924016241488,0.8818313647615124
Adv_Dec_US,-0.034193382520557404,0.1597764567071685,-0.21400764058265218,0.8305410988891071,-0.3473494832440309,0.27896271820291607
