dec,measure,int_dev,p_int_dev,int_adv,p_int_adv,ip_dev,p_ip_dev,ip_adv,p_ip_adv,N
Dec_pre,n_policies,0.0480530886562546,0.639484765327832,-0.16310904670007906,0.12940083628158378,0.018134002136766997,0.7380582541603979,-0.1809610572805124,0.017864083674494317,28146
Dec_pre,frac_policies,0.00823035638576999,0.9449478858473717,-0.20923497003241337,0.00026949587154910434,0.06005825747530903,0.4423278970471055,-0.11494937077657362,0.12033309631672837,28146
Dec_pre,share_n_policies,0.03287267500339345,0.7925283402609172,-0.20572682456406008,0.03600066337853972,0.19043071133145745,0.14128728953419564,-0.2409222385940601,0.08880015331374136,28146
Dec_pre,share_frac_policies,0.15382919871170078,0.3586211437564013,-0.598019811326866,1.919702060074947e-06,0.40134478173070154,0.003946933718654234,-0.2911538742552177,0.00984575923109483,28146
Dec_realised,n_policies,0.05121063589032191,0.5467206466964437,-0.171423036256776,0.19413195406790262,0.02703278317058685,0.7258851807991364,-0.18962904940145667,0.18822339784740305,28146
Dec_realised,frac_policies,0.046506518776809315,0.6928542806162574,-0.03457024755895705,0.7213226312559049,0.11259801871843814,0.2890062831970155,0.04824870992853352,0.6140374655123426,28146
Dec_realised,share_n_policies,-0.22404302952372254,0.3898514413003509,-0.1960898463277344,0.28613542783733514,0.13349967411143462,0.2769703063935941,-0.1982637052632278,0.317296235810418,28146
Dec_realised,share_frac_policies,-0.07520944632563635,0.7931518948197432,-0.26402674767911083,0.03946419852764722,0.2730765114568215,0.04134937295972521,0.0076377841597362345,0.9568587831467903,28146
