sector,donor,w,rmse,n_don,n_tr,treated
1393,100,,0.029872734710430636,34,16,1.0
1393,218,,0.029872734710430636,34,16,1.0
1393,348,,0.029872734710430636,34,16,1.0
1393,360,,0.029872734710430636,34,16,1.0
1393,586,,0.029872734710430636,34,16,1.0
1393,616,,0.029872734710430636,34,16,1.0
1393,642,,0.029872734710430636,34,16,1.0
1393,682,,0.029872734710430636,34,16,1.0
1393,699,,0.029872734710430636,34,16,1.0
1393,784,,0.029872734710430636,34,16,1.0
1393,788,,0.029872734710430636,34,16,1.0
1393,792,,0.029872734710430636,34,16,1.0
1393,804,,0.029872734710430636,34,16,1.0
1393,818,,0.029872734710430636,34,16,1.0
1399,50,0.05038682117575786,0.14068048078909515,24,20,0.0
1399,116,0.020900280804393156,0.14068048078909515,24,20,0.0
