Coefficient,Estimate,Std. Error,t value,Pr(>|t|),2.5%,97.5%
Dec_x_Dev,0.07162367068914667,0.15146996101467053,0.4728572596794265,0.6363150193809539,-0.2252519976392937,0.368499339017587
