Coefficient,Estimate,Std. Error,t value,Pr(>|t|),2.5%,97.5%
DDD_dev,0.10080362029413174,0.04553926208911532,2.2135540996880922,0.026859467792774705,0.011548306716935422,0.19005893387132805
DDD_adv,-0.02809453046353142,0.017048638195112962,-1.6479046679273652,0.09937223538632978,-0.061509247311406785,0.005320186384343943
IPxUS_dev,-0.01704181673584721,0.01651760570133588,-1.0317365024925456,0.30219557247774853,-0.049415729021299,0.015332095549604581
IPxUS_adv,0.008421260428585717,0.006898866953461578,1.22067297215527,0.22220986507885998,-0.005100270334332543,0.021942791191503976
IPxUS_chn,-0.13244493934351656,0.05010690015177723,-2.643247515658158,0.008211498297825859,-0.23065265901794452,-0.03423721966908859
Dec_US_chn,-1.627577110724043,0.2587730714668952,-6.289592272866224,3.183009411600324e-10,-2.1347630109679674,-1.1203912104801188
Adv_Dec_US,-0.2779726695965636,0.18803275883368378,-1.478320433741188,0.13932203087769568,-0.6465101048242896,0.09056476563116239
